Title,Alternative Title,Creator,Contributor,Creation Date,Date,Search by Decade,Description,Subject (tgm),Subject Topical,Subject Name,Subject Geographic,Title Note,DCMI Type,Caption,Contributor Note,Notes,Original Form,Resource Type,Geographic Location,Language Code,Language,Physical Description of Original,Medium of Original,Collection in Repository,Digital Collection,N.C. Ed. Standard,URL,Local Identifier,Creator Identifier,filename,Copyright,Usage Rights,Raw Scan Filename,Date created,Date modified
Sketch of area between Chickahominy and Pamunkey Rivers from Cold Harbor south to Hanover Court House,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A sketch of the area between the Chickahominy and Pamunkey Rivers from Cold Harbor south to the Hanover Court House (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,Paper is torn along folds.,Maps,Still Image,"United States, Virginia",eng,English,"14-1/2"" H x 15-1/2"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/303,Gilmer Map Number 537,276_303_E.tif,Public Domain,,276_303.tif,2006-04-05,2015-09-14
Drawing of the Chickahominy River,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of the Chickahominy River and vicinity (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,Fabric is discolored.,Maps,Still Image,"United States, Virginia",eng,English,"12-3/8"" H x 17-1/2"" W",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/292,Gilmer Map Number 526,276_292_E.tif,Public Domain,,276_292.tif,2006-04-05,2015-09-14
"Area south of Chickahominy River at New Bridge, showing General Johnson's Headquarters",,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of the area south of the Chickahominy River at New Bridge, showing General Johnson's Headquarters (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"8-1/4"" H x 11-1/8"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/301,Gilmer Map Number 535,276_301_E.tif,Public Domain,,276_301.tif,2006-04-05,2015-09-14
Map of eastern Virginia,,"Gilmer, Jeremy Francis, 1818-1883.",,1864,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of eastern Virginia, beyond Franklin, West Virginia, and north to Pennsylvania (printed).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,Compiled from the best authorities and printed at the Coast Survey Office.,,,Maps,Still Image,"United States, Virginia",eng,English,"20"" H x 26-1/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/315,Gilmer Map Number 549,276_315_E.tif,Public Domain,,276_315.tif,2006-04-05,2015-09-14
Richmond and vicinity,,"Gilmer, Jeremy Francis, 1818-1883.","Henderson, D. E.;",1862-06-26,1862,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of Richmond and vicinity, sketched by D. E. Henderson (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.; Henderson, D. E.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,Map was sketched by D. E. Henderson.,Paper is torn along edges and folds.,Maps,Still Image,"United States, Virginia",eng,English,"20-1/4"" H x 30-1/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/307,Gilmer Map Number 541,276_307_E.tif,Public Domain,,276_307.tif,2006-04-05,2015-09-14
Military map of southeastern Virginia,,"Gilmer, Jeremy Francis, 1818-1883.",,1864-11-18,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A military map of southeastern Virginia compiled at the United States Coast Survey Office (printed).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"31-1/4"" H x 34-1/8"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/316,Gilmer Map Number 550,276_316_E.tif,Public Domain,,276_316.tif,2006-04-05,2015-09-14
A portion of New-Kent County from a survey by Mr. Dupuy,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of a portion of New Kent County from a survey by Mr. Dupuy (hand-drawn and colored).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"19-1/4"" H x 25"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/308,Gilmer Map Number 542,276_308_E.tif,Public Domain,,276_308.tif,2006-04-05,2015-09-14
Richmond section south from Drury's Bluff north to upper Chickahominy Bridge,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of a section of Richmond south from Drury's Bluff north to the upper Chickahominy Bridge (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,Paper is torn along folds.,Maps,Still Image,"United States, Virginia",eng,English,"10-5/8"" H x 16-1/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/296,Gilmer Map Number 530,276_296_E.tif,Public Domain,,276_296.tif,2006-04-05,2015-09-14
Sketch of the area around Chickahominy River,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A sketch of the area around the Chickahominy River (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,Fabric is discolored and worn.,Maps,Still Image,"United States, Virginia",eng,English,"10-1/4"" H x 15-3/8"" W",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/293,Gilmer Map Number 527,276_293_E.tif,Public Domain,,276_293.tif,2006-04-05,2015-09-14
"Valley of Virginia north of Lynchburg, copy 2",,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of a valley in Virginia north of Lynchburg, copy 2 (printed).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,Paper map is backed by fabric.,Maps,Still Image,"United States, Virginia",eng,English,"21-1/4"" H x 24-1/2"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/323,Gilmer Map Number 556,276_323_E.tif,Public Domain,,276_323.tif,2006-04-05,2015-09-14
Map of Surry County,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of Surry County, from a reconnaissance by T. J. Moncure, made under the direction of A. H. Campbell (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"35-7/8"" H x 57-3/4"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/317,Gilmer Map Number 551,276_317_E.tif,Public Domain,,276_317.tif,2006-04-05,2015-09-14
"Survey and reconnaissance of a part of Henrico Co. Va., showing the line of fortifications east and south of the city of Richmond",,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of a survey and reconnaissance of a part of Henrico County, Virginia, showing the line of fortifications east and south of the city of Richmond (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"26-1/4"" H x 48"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/313,Gilmer Map Number 547,276_313_E.tif,Public Domain,,276_313.tif,2006-04-05,2015-09-14
"Form of trestle over Holsten at Seven Mile Ford and on Saltville Branch, Va. and Tenn. R. R.",,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A sketch of the form of a trestle over Holsten at the Seven Mile Ford and on Saltville Branch, Virginia and Tennessee railroads, built by Lieutenant G. R. Margrave (hand-drawn).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; Tennessee--History--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Tennessee; United States, Virginia",eng,English,"7-3/8"" H x 17-7/8"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/319,Gilmer Map Number 553,276_319_E.tif,Public Domain,,276_319.tif,2006-04-05,2015-09-14
Sketch of area north of James River near Charles City Road with Colonel Wilcox's position,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A sketch of the area north of the James River near Charles City Road with Colonel Wilcox's position (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,Paper is torn along edges.,Maps,Still Image,"United States, Virginia",eng,English,"8-7/8"" H x 17-1/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/305,Gilmer Map Number 539,276_305_E.tif,Public Domain,,276_305.tif,2006-04-05,2015-09-14
A part of Henrico County from York River R.R. to Central Road,,"Gilmer, Jeremy Francis, 1818-1883.","Cassell, Charles E.;",1862-06,June 1862,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of a part of Henrico County from the York River railroad to Central Road, surveyed by C. E. Cassell under the direction of A. H. Campbell (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Cassell, Charles E.; Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,Map was surveyed by C. E. Cassell.,,Maps,Still Image,"United States, Virginia",eng,English,"17-1/2"" H x 20-3/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/289,Gilmer Map Number 523,276_289_E.tif,Public Domain,,276_289.tif,2006-04-05,2015-09-14
"Sketch of area around Richmond to Chickahominy River with directions ""From the Capitol"" to different bridges",,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A sketch of the area around Richmond to the Chickahominy River, with directions entitled ""To the Capitol"" (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"12-3/8"" H x 17-3/4"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/294,Gilmer Map Number 528,276_294_E.tif,Public Domain,,276_294.tif,2006-04-05,2015-09-14
"The battlefields of Hanover County, Va.",,"Gilmer, Jeremy Francis, 1818-1883.","Henderson, D. E.;",1862,1862,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"Sheet number one of a map of the battlefields of Hanover County, Virginia, made under the direction of A. H. Campbell by D. E. Henderson (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.; Henderson, D. E.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,Map was surveyed by party under D. E. Henderson.,,Maps,Still Image,"United States, Virginia",eng,English,"25-1/2"" H x 30-1/8"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/299,Gilmer Map Number 533,276_299_E.tif,Public Domain,,276_299.tif,2006-04-05,2015-09-14
New Market area,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of the New Market, Virginia area (printed).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"15-1/4"" H x 15-5/8"" W",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/320,Gilmer Map Number 554,276_320_E.tif,Public Domain,,276_320.tif,2006-04-05,2015-09-14
"Fort Sumter, December 9th 1863",,"Gilmer, Jeremy Francis, 1818-1883.","Beauregard, G. T. (Gustave Toutant), 1818-1893.",1863-12-09,1863,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A drawing of Fort Sumter of a view looking from the south west angle, from 9 December 1863, given to Jeremy Francis Gilmer by General G. T. Beauregard (printed picture on board background).",Maps,"United States--History--Civil War, 1861-1865.;","Beauregard, G. T. (Gustave Toutant), 1818-1893.; Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; South Carolina--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,View from South West Angle.,Drawing was given to Gilmer by General Beauregard.,,Maps,Still Image,"United States, South Carolina",eng,English,"13-3/8"" H x 19-5/8"" W",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/333,,276_333_E.tif,Public Domain,,276_333.tif,2006-04-05,2015-09-14
Map of area around Chickahominy River between Mechanicsville Bridge and New Bridge,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of the area around the Chickahominy River between the Mechanicsville Bridge and the New Bridge (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"11-3/8"" H x 17-1/2"" W",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/302,Gilmer Map Number 536,276_302_E.tif,Public Domain,,276_302.tif,2006-04-05,2015-09-14
"Fort Sumter, December 9th 1863",,"Gilmer, Jeremy Francis, 1818-1883.","Beauregard, G. T. (Gustave Toutant), 1818-1893.",1863-12-09,1863,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A drawing of Fort Sumter of a view looking from the sea face, from 9 December 1863, given to Jeremy Francis Gilmer by General G. T. Beauregard (printed picture on board background).",Maps,"United States--History--Civil War, 1861-1865.;","Beauregard, G. T. (Gustave Toutant), 1818-1893.; Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; South Carolina--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,View looking from Sea Face.,Drawing was given to Gilmer by General Beauregard.,,Maps,Still Image,"United States, South Carolina",eng,English,"13-1/4"" H x 17-3/8"" W",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/335,,276_335_E.tif,Public Domain,,276_335.tif,2006-04-05,2015-09-14
Sketch of the Confederates and Federal lines from Bermuda Hundred's Neck to the crossing of the Appomattox River,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A sketch of the Confederates and Federal lines from Bermuda Hundred's Neck to the crossing of the Appomattox River (hand-drawn and colored).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,Fabric is discolored.,Maps,Still Image,"United States, Virginia",eng,English,"13-7/8"" H x 16-1/2"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/306,Gilmer Map Number540,276_306_E.tif,Public Domain,,276_306.tif,2006-04-05,2015-09-14
Preliminary map of a part of the south side of James River,Vicinity of Lynchburg,"Gilmer, Jeremy Francis, 1818-1883.",,1865-03,March 1865,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A preliminary map of a part of the south side of the James River from surveys and reconnaissances, made under the direction of Major A. H. Campbell, P. E. (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"24-1/2"" H x 24-3/4"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/309,Gilmer Map Number 543,276_309_E.tif,Public Domain,,276_309.tif,2006-04-05,2015-09-14
Malvern Hill area,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A map of the Malvern Hill area (hand-drawn).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"13-7/8"" H x 23-1/2"" W",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/297,Gilmer Map Number 531,276_297_E.tif,Public Domain,,276_297.tif,2006-04-05,2015-09-14
"Long map of line from Rappahanock River east of Richmond south to close to James River, crossing numerous roads, last crossing the Osborne Turnpike",,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of the line from the Rappahanock River east of Richmond south to close to the James River, crossing numerous roads, last crossing the Osborne Turnpike (hand-drawn).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"9-3/4"" H x 37-5/8"" W",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/304,Gilmer Map Number 538,276_304_E.tif,Public Domain,,276_304.tif,2006-04-05,2015-09-14
Sketch of the country on the west side of James River between Warwick Bar & Drury's Bluff,,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A sketch of the country on the west side of the James River between Warwick Bay and Drury's Bluff (hand-drawn and colored).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"14-1/4"" H x 23-2/4"" W",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/295,Gilmer Map Number 529,276_295_E.tif,Public Domain,,276_295.tif,2006-04-05,2015-09-14
"Valley of Virginia north of Lynchburg, copy 1",,"Gilmer, Jeremy Francis, 1818-1883.",,1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of a valley in Virginia north of Lynchburg, copy 1(printed).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,Paper map is backed by fabric.,Maps,Still Image,"United States, Virginia",eng,English,"21-1/4"" H x 24-1/2"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/322,Gilmer Map Number 556,276_322_E.tif,Public Domain,,276_322.tif,2006-04-05,2015-09-14
Right bank of James River,,"Gilmer, Jeremy Francis, 1818-1883.","Henderson, D. E.;",1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of the right bank of the James River, compiled from several sources by D. E. Henderson (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.; Henderson, D. E.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,Map was made by D. E. Hendeson.,"Fabric is stained, obscuring some writing and details.",Maps,Still Image,"United States, Virginia",eng,English,"23"" H x 34-1/4"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/298,Gilmer Map Number 532,276_298_E.tif,Public Domain,,276_298.tif,2006-04-05,2015-09-14
Savannah River improvement,Plan and elevations of a crib for a deflecting work above Kings Island,"Gilmer, Jeremy Francis, 1818-1883.",,1857,1857,1850; 1851; 1852; 1853; 1854; 1855; 1856; 1857; 1858; 1859,Sketches of a plan and elevations of a crib for a deflecting work above Kings Island (hand-drawn and colored).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; Georgia--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Georgia",eng,English,"23-1/2"" H x 31-7/8"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/327,,276_327_E.tif,Public Domain,,276_327.tif,2006-04-05,2015-09-14
Vicinity of Petersburg (east),,"Gilmer, Jeremy Francis, 1818-1883.",,1862,1862,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A map of the eastern vicinity of Petersburg, Virginia (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title supplied by repository.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"16-1/4"" H x 20"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/291,Gilmer Map Number 525,276_291_E.tif,Public Domain,,276_291.tif,2006-04-05,2015-09-14
"Skeleton sketch of Lieut Koerner's survey of the valley of Va., shewing progress of survey to Jan 1st 1864",,"Gilmer, Jeremy Francis, 1818-1883.",,1864-01-01,1864,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,A skeleton sketch of Lieutenant Koerner's survey of the Valley of Virginia showing the progress of surveying to 1 January 1864 in the area north of Staunton (hand-drawn and colored).,Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,,,Maps,Still Image,"United States, Virginia",eng,English,"20"" H x 21-7/8"" W; scale on map.",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/321,Gilmer Map Number 555,276_321_E.tif,Public Domain,,276_321.tif,2006-04-05,2015-09-14
Sketch map of King William County,,"Gilmer, Jeremy Francis, 1818-1883.","Grant, John, Captain.",1861; 1862; 1863; 1864; 1865,undated,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A sketch map of King William County, drawn by Captain John Grant, P.A.C.S. (hand-drawn and colored).",Maps,"United States--History--Civil War, 1861-1865.;","Gilmer, Jeremy Francis, 1818-1883.; Grant, John, Captain.;","Confederate States of America--Maps.; United States--History--Civil War, 1861-1865--Maps.; Virginia--History--Maps.;",Title on map.,Image,,"Map was drawn by Capt. John Grant, P.A.C.S.",Fabric is discolored and torn along edges.,Maps,Still Image,"United States, Virginia",eng,English,"16"" H x 24-1/4"" W; scale on map.",Cloth,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/290,Gilmer Map Number 524,276_290_E.tif,Public Domain,,276_290.tif,2006-04-05,2015-09-14
"Fort Sumter, December 9th 1863",,"Gilmer, Jeremy Francis, 1818-1883.","Beauregard, G. T. (Gustave Toutant), 1818-1893.",1863-12-09,1863,1860; 1861; 1862; 1863; 1864; 1865; 1866; 1867; 1868; 1869,"A drawing of Fort Sumter of a view looking from the sea face, from 9 December 1863, given to Jeremy Francis Gilmer by General G. T. Beauregard (printed paper copy).",Maps,"United States--History--Civil War, 1861-1865.;","Beauregard, G. T. (Gustave Toutant), 1818-1893.; Gilmer, Jeremy Francis, 1818-1883.;","Confederate States of America--Maps.; South Carolina--History--Maps.; United States--History--Civil War, 1861-1865--Maps.;",Title on map.,Image,View looking from Sea Face.,Drawing was given to Gilmer by General Beauregard.,,Maps,Still Image,"United States, South Carolina",eng,English,"8-1/8"" H x 13-1/8"" W",Paper,Jeremy Francis Gilmer Papers,Gilmer Maps,,,276/334,,276_334_E.tif,Public Domain,,276_334.tif,2006-04-05,2015-09-14
