Title	Description	Transcription	Contributor Note	Notes	Subject (tgm)	Subject Name	Subject Geographic	Subject Topical	Creator	Finding Aid	Collection in Repository	Collection Number	Location in Collection	Object	Container type	filename	Alternative Title	Contributor	Creation Date	Date	Subject Topical Other	Coordinates	geonamesid	Digital Collection	Usage Rights	Copyright Holder	Additional Display	Caption	Title Note	Sponsor	Related Resource	Author Chief Source	Publisher	Place of Publication	Cataloging Agency	Is Part Of	Has Part Of	Form	Resource Type	Medium	Condition	Language	Physical Description of Analog Original	Creator Nationality/Culture	Style/Period	Volume/Issue	Scale	Projection	Map Type	Map Details	Current Location	Local Identifier	Creator Identifier	Search by Decade	Pagination	Sort Me	StreamingFile	Date created	Date modified
Protesters sitting on top of a statue	Protesters sitting on top of the Statue of the Brothers and Sister Who Founded Kiev. The protesters wear orange scarves, headbands and ribbons tied around their knees; an orange ribbon is tied over the statue head.				Monuments; Ribbons; Headbands (Headgear); Activists; Revolutionaries; Revolutions; Hats; Coats; Men; Young adults;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0004: Central Independence Square events : Monuments, November-December 2004: Digital image 10	digfolder	60001_df0004_010.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00004.tif					2014-07-31	2015-03-27
Maĭdan Nezalez︠h︡nosti on a gray winter day	Crowds of protestors are out listening to the speaker, holding up various flags. Most, if not all, of the crowd seems to be Yushchenko supporters with orange ribbons attached to their clothing.  A blimp is seen overhead with a Ukrainian flag hanging down from it.				Flags; Crowds; Aircraft; Scarves; Hats; Broadcasting; Fog;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 031	digfolder	60001_df0001_031.tif			2004	29 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06161.JPG					2014-07-31	2015-11-20
Pease sign made out of snow	A peace sign made out entirely of snow with an orange ribbon tied to the finger.				Peace signs; Snow; Ribbons; Streets; Grocery stores;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 124	digfolder	60001_df0001_124.tif			2004	5 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06488.JPG					2014-07-31	2015-11-20
Musical entertainment	A crowd is gathered around two men, one playing the accordion and the other the violin. Behind them are buses from various parts of Ukraine that have brought protestors to Kiev to participate in the Orange Revolution activities.				Accordions; Flags; Crowds; Ribbons; Buses; Music; Street musicians; Night photographs;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 100	digfolder	60001_df0001_100.tif			2004	4 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06413.JPG					2014-07-31	2015-11-20
Banners on pedestrian bridge over Instytuts'ka Street	Pro-Yushchenko banners are displayed on the pedestrian bridge over Instytuts'ka Street representing solidarity of various Ukrainian regions and organizations with the protesters: Dnipropetrovs'k, Donbass, Bogrivka, Kherson, L'viv National Academy of Arts. Several protesters with orange ribbons in their clothes are standing on the bridge.	The banners read (from left to right): Так! Ющенко (over it in marker: Владу беремо під контроль! ЛНАМ), Донбас Так!, Богрiвка, Дніпропетровськ! Так! Ми разом!, Херсон за Ющенка.			Banners; Protest movements; Activists; Pedestrian bridges; Political parades & rallies;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 118	digfolder	60001_df0001_118.tif			2004	5 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06479.JPG					2014-07-31	2015-11-20
Participant Form	Two women, wearing orange ribbons, holding up filled out participant forms.				Ribbons; Forms (Documents);		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0006: Central Independence Square events: Communication, November-December 2004: Digital image 10	digfolder	60001_df0006_010.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00023 (4).tif					2014-07-31	2014-11-18
Diverse population of protestors	Individuals from various cities across the Ukraine traveled to Kiev to participate in the Orange Revolution. Those who came from a different city or country usually made it know to others by either creating posters with the name of the city they were coming from or like this protestor, used stickers to spell out the name of their city on the back of their jackets.	The back of the mans coat reads: Тернопіль			Stickers;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 072	digfolder	60001_df0007_072.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00023 (2).tif					2014-07-31	2015-03-27
News correspondents at Maidan	Some local, as well, as national news stations came out to interview protestors and provide the nation with the latest news of the Orange Revolution and what exactly was happening at Maidan for those who were not able to be there. The banner of this news station tent says "Say it in such a way, so that all of Kiev is able to hear you."	Banner reads: Скажи так, щоб тебе почув Київ!			Banners; Headbands (Headgear); Reporters; Interviews; Microphones; Broadcasting;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)	Television broadcasting of news--Ukraine --Kiev.	Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0008: Central Independence Square events: Celebrations, November-December 2004: Digital image 26	digfolder	60001_df0008_26.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00017.tif					2014-07-31	2014-11-24
Sign on Maidan	There is a sign made by Yushchenko's supporters from Mohyliv-Podilskyi, a city located  on the border with Bessarabia, Moldova. The sign reads: "Mohyliv-Podilskyi supports Yushchenko".	The sign reads: "Могилі́в-Поді́льський за Ющенко".			Signs (Notices); Protest movements; Snow; Fences;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0005: Central Independence Square events: Living Conditions, November-December 2004: Digital image 33	digfolder	60001_df0005_033.tif			2004	30 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06215.JPG					2014-07-31	2015-03-27
Solidarity banner	Solidarity represented through individual signatures and the names of the towns where they are from on a Yushchenko banner.				Banners; Political posters; Night photographs; Night;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 158	digfolder	60001_df0001_158.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00005 (3).tif					2014-07-31	2015-11-20
Orange Revolution rallies in front of the Supreme Council	Revolutionaries are protesting in front of the Supreme Council of Ukraine, also known as Verkhovna Rada. Many are holding up flags and banners as well as have orange ribbons attached to their clothing.				Hats; Architecture; Government facilities; Political parades & rallies; Political posters; Flags; Banners; Street lights;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 080	digfolder	60001_df0001_080.tif			2004	4 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06366.JPG					2014-07-31	2015-11-20
Tent city on Maidan	Yushchenko's supporters are standing near the tent city. They all wear an orange ribbons. Big crowd of people is seen in the background behind the car covered by the snow. There are several orange and yellow flags. The sign on the tent reads: "Medical School Tak!"	The sign reads: "Медфак Так!"			Activists; Protest movements; Snow; Vehicles; Flags; Ribbons; Signs (Notices); Baboons; Men; Women; Hats; Coats; Scarves;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0005: Central Independence Square events: Living Conditions, November-December 2004: Digital image 19	digfolder	60001_df0005_019.tif			2004	29 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06194.JPG					2014-07-31	2015-03-27
Youth at Maĭdan Nezalez︠h︡nosti	It is clear by her orange painted finger nails, ribbons, and scarf that this young female protestor is rooting for Viktor Yushchenko. Many young people showed up at Maidan to protest and participate in the Orange Revolution in order to assure that their futures are going to be prosperous under the right leadership.				Women; Ribbons; Scarves; Young adults;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 100	digfolder	60001_df0007_100.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00012.tif					2014-07-31	2015-03-27
March of the Orange Revolutionaries	Protestors lined up on a snowy winter day and marched through the capital, holding up flags, posters, signs, and other paraphernalia. Despite the cold weather and the snow, thousands of people came out to support their country and participate in this march.				Walking; Crowds; Flags; Ribbons; Capes (Clothing); Snow; Winter;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 022	digfolder	60001_df0007_022.tif			2004	29 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06174.TIF					2014-07-31	2015-03-27
							Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0002: Central Independence Square events: Speakers, November-December 2004: Digital image 20	digfolder	60001_df0002_020.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00003.tif					2014-07-31	2014-11-14
Protesters near the camp kitchen	The camp kitchen serves warm food to protesters in the middle of the night. Protesters wear orange ribbons, scarves and headbands in support of Yushchenko's party. The sign on a yellow plastic bag reads: "I love Ukraine".	The sign reads: "Я люблю Україну".			Activists; Protest movements; Kitchens; Men; Women; Ribbons; Hats; Coats; Eating & drinking; Older people; Young adults; Vehicles; Headbands (Headgear);		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0005: Central Independence Square events: Living Conditions, November-December 2004: Digital image 53	digfolder	60001_df0005_053.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00020 (2).tif					2014-07-31	2015-03-27
Orange Revolution rallies in front of the Supreme Council	Revolutionaries are protesting in front of the Supreme Council of Ukraine, also known as Verkhovna Rada. Many are holding up flags and banners as well as have orange ribbons attached to their clothing.				Hats; Architecture; Government facilities; Political parades & rallies; Political posters; Flags; Banners; Street lights;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 079	digfolder	60001_df0001_079.tif			2004	4 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06365.JPG					2014-07-31	2015-11-20
Protestors looking up	Maidan protestors are looking up at something in the sky. One is holding a big Yushchenko "TAK" flag.	Flag reads: Вірю Знаю Можемо TAK!			Flags;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0008: Central Independence Square events: Celebrations, November-December 2004: Digital image 34	digfolder	60001_df0008_34.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00015 (2).tif					2014-07-31	2014-11-21
Tent City	Those individuals who traveled from across the country spent the night at Maĭdan Nezalez︠h︡nosti in what was called tent city. Rows and rows of tents were assembled where protestors socialized and spent the night.				Night photographs; Tents; Flags;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 015	digfolder	60001_df0007_015.tif			2004	29 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06089.JPG					2014-07-31	2015-03-27
Protestors socializing	Protestors socializing between each other. They are all wearing warm clothing such as fur coats, hats, and gloves, to shield themselves from the freezing Maidan weather.				Ribbons; Coats; Crowds;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 045	digfolder	60001_df0007_045.tif			2004	4 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06422.JPG					2014-07-31	2015-03-27
Yanukovych supporters inside the Central Terminal	Yushchenko supporters are mingling inside the Central Terminal of the Kyiv Passenger Railway Station. A group of protesters are standing or squatting in a semicircle around the camera. Several are smiling at the camera; a man in the center is waiving. A man on the right is holding up an orange Yushchenko banner. Protesters are wearing orange ribbons in their clothes and ribbons the colors of the Ukrainian flag around their heads and necks. A squatting man is wearing an orange plastic Yushchenko poncho. On the wall behind them is the arrival timetable for passenger trains.	The train schedule sign reads: "Розклад прибуття пасажирських поїздів."	Bujak's comment: "What do those bands signify? – It's a revolution in our heads.“		Political parades & rallies; Railroad stations; Activists; Banners; Ribbons; Capes (Clothing); Protests; Smiling; Salutations; Timetables;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine);		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 010	digfolder	60001_df0001_010.tif			2004	27 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC05973.JPG					2014-07-31	2015-11-20
Monument	Orange ribbons are tied around the feet and hands of a monument.				Monuments & memorials; Ribbons; Snow;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 071	digfolder	60001_df0007_071.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00025.tif					2014-07-31	2015-03-27
Family portrait at Maidan	A young family with two little children came out to Maidan to support the presidential candidate Viktor Yushchenko. The older child is holding up a sticker that says "You can't stop freedom" while the younger is sleeping in the stroller.	The sticker reads: Свободу не спинити.			Night photographs; Family; Children; Stickers; Ribbons;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0008: Central Independence Square events: Celebrations, November-December 2004: Digital image 30	digfolder	60001_df0008_30.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00009.tif					2014-07-31	2014-11-21
Young protesters	Young protesters peacefully talking to each other. Protesters wear orange scarves, headbands in support of Yushchenko's party and blue ribbons in support of Yanukovych's party. Ukrainian flag covers the shoulders of one of the protesters. The headband reads: "Yushchenko Tak!".				Activists; Revolutionaries; Crowds; Headbands (Headgear); Flags; Men; Women; Young adults; Neckwear; Coats;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0003: Central Independence Square events: Conversation and Debate, November-December 2004: Digital image 15	digfolder	60001_df0003_015.tif			2004	27 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC05928.JPG					2014-07-31	2014-12-03
Collage highlighting corruption	A collage made out of newspaper clippings, print outs, poems, cartoons, and other miscellaneous things highlights the corruption in Ukraine's government and the reason as to why it is so important that they get an honest president this time.				Collages; Posters; Political posters;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 110	digfolder	60001_df0001_110.tif			2004	5 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06470.jpg					2014-07-31	2015-11-20
Telephone booths	After a long day at the Maidan, revolutionaries are using telephone booths to call home and other places.		Telephones were the instruments of the revolution. Mobile and stationary.		Ribbons; Telephone booths;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0006: Central Independence Square events: Communication, November-December 2004: Digital image 13	digfolder	60001_df0006_013.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00002 (3).tif					2014-07-31	2014-11-18
Man waving a flag	Man standing on a granite block waving a Moldavian flag above the posters for Yushchenko's "Tak!" party and Moldavian supporters.	Poster reads: "Moldova pentru Iuscenco Tak!"			Flags; Posters; Signs (Notices); Activists; Men; Hats; Coats; Revolutions;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0004: Central Independence Square events : Monuments, November-December 2004: Digital image 07	digfolder	60001_df0004_007.tif			2004	2 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/																												DSC06288.JPG					2014-07-31	2015-03-27
[Duplicate: Folder 0007-Fashion]							Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 056	digfolder	60001_df0001_056.tif			2004	2 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06301.jpg					2014-07-31	2015-11-20
Signs supporting Kiev	Protestors from different parts of the country created posters and planted them in the middle of Maidan demonstrating their support for Kiev and the Orange Revolution. An orange balloon in the shape of a bunny is seen attached to one of the signs that reads "Bandershtab for Kiev." Another sign reads "Lviv is for the Independence Square." Also, a cross can be seen in the far background.	Pink sign reads: Бандерштаб за Київ			Signs (Notices); Crosses; Balloons (Novelties);		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0008: Central Independence Square events: Celebrations, November-December 2004: Digital image 24	digfolder	60001_df0008_24.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00006 (2).tif					2014-07-31	2014-11-24
Dynamic Maidan	The crowds are active during this night at Maidan. Interacting with each other and holding up various flags to demonstrate their solidarity.				Crowds; Roses; Flags; Night photographs; Night; Hats; Coats;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 172	digfolder	60001_df0001_172.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00031 (3).tif					2014-07-31	2015-11-20
